"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.10","psrf"
"assessor_intercept[23,7]",-1.89757,-0.432603,1.05007,-0.434090326236843,0.708464232212189,NA,0.00428321012238773,0.6,27359,0.0266979029685384,1.00032905712399
"assessor_intercept[24,7]",-1.92865,-0.426854,0.982407,-0.424244539008834,0.702325966998715,NA,0.00429407497176284,0.6,26751,0.0285293343511751,1.00030076097733
"assessor_intercept[25,7]",-1.8527,-0.4190425,1.05649,-0.419713972056477,0.701651795458218,NA,0.00441476291904982,0.6,25260,0.0292723444745758,1.00057350929393
"assessor_intercept[26,7]",-1.84133,-0.4252235,1.07507,-0.423145183701213,0.702614719874101,NA,0.00450493267200585,0.6,24325,0.0227416742230058,1.00027305754719
"assessor_intercept[27,7]",-1.89639,-0.9244265,0.107117,-0.91988068815588,0.543657676762243,NA,0.0151838751681967,2.8,1282,0.473215591811993,1.00082023416574
"assessor_intercept[28,7]",-1.86908,-0.426026,1.07,-0.420566673547318,0.707301732426908,NA,0.00433498050593625,0.6,26622,0.0296283545605104,1.00038428652015
"assessor_intercept[29,7]",-1.34627,-0.483645,0.327446,-0.48592228506593,0.414974663921387,NA,0.00465154138128607,1.1,7959,0.134624638004361,1.00067381683264
"assessor_intercept[30,7]",-1.84762,-0.4200935,1.09367,-0.416618304230447,0.709197796724588,NA,0.00440383650408815,0.6,25934,0.0279402505120229,1.00030273293652
"assessor_intercept[31,7]",-1.84122,-0.420348,1.04937,-0.420423750024502,0.699574587666036,NA,0.00425281048281277,0.6,27059,0.0288195881594965,1.00018635229869
"assessor_intercept[32,7]",-1.00135,-0.04883635,0.873199,-0.043867845216285,0.497962092268139,NA,0.0121180627908366,2.4,1689,0.378368382760642,1.00077240245602
"assessor_intercept[33,7]",-1.8743,-0.420994,1.05951,-0.41758692754105,0.707968908461132,NA,0.00429165525461483,0.6,27213,0.0249806237735552,1.0002645697025
"assessor_intercept[34,7]",-1.33491,-0.4898425,0.339613,-0.492389712768563,0.417618891419983,NA,0.00473154262162443,1.1,7790,0.142121170929258,1.00043897396368
"assessor_intercept[35,7]",-1.90354,-0.4188105,1.04419,-0.423044320417125,0.706015585350023,NA,0.00426098052228744,0.6,27454,0.0274157231944107,1.00014909010179
"assessor_intercept[36,7]",-1.86637,-0.4215565,1.04215,-0.420581936944277,0.702271127515759,NA,0.00441644625169448,0.6,25285,0.0243089600241997,1.00033647968619
"assessor_intercept[37,7]",-1.85797,-0.4269975,1.0593,-0.42066627559687,0.702780965981683,NA,0.00450813711741176,0.6,24302,0.0268540921109324,1.00060443359539
"assessor_intercept[38,7]",-1.81191,-0.4243635,1.11488,-0.419062675207078,0.704564466270406,NA,0.0045626354796046,0.6,23846,0.0267750618018525,1.00031828809342
"assessor_intercept[39,7]",-1.95405,-0.4256425,0.975902,-0.42607237746691,0.703550268947076,NA,0.00411131218523627,0.6,29284,0.0251085043153801,1.00015308738316
"assessor_intercept[40,7]",-1.87629,-0.4277065,1.06968,-0.425431093531625,0.706431335752248,NA,0.00424733461728483,0.6,27663,0.031204728818881,1.00007650014157
"assessor_intercept[41,7]",-1.91259,-0.4239465,0.998616,-0.42072219437606,0.704602025760018,NA,0.00425496859951377,0.6,27422,0.0264274153484248,1.00027718696359
"assessor_intercept[42,7]",-1.91268,-0.4245885,1.02494,-0.42437560447298,0.707357657491879,NA,0.00441811066780902,0.6,25633,0.0302547236050597,1.00031284371468
"assessor_intercept[1,8]",-1.32033,0.186983,1.56216,0.178158726147522,0.691542482124211,NA,0.00399798427417491,0.6,29920,0.0244996111653149,1.00019914277115
"assessor_intercept[2,8]",-1.24098,0.1777355,1.62692,0.17033686237449,0.687419897810052,NA,0.00398525038985002,0.6,29753,0.0249877310559373,1.00008186495828
"assessor_intercept[3,8]",-1.29605,0.187377,1.60275,0.179509043650957,0.690812782480429,NA,0.00387603802794867,0.6,31765,0.0270114739755246,1.00035783080761
"assessor_intercept[4,8]",-1.20387,0.1900965,1.70466,0.182416193290133,0.695097536213421,NA,0.0041640425857044,0.6,27865,0.0242737662725559,1.00015625612729
"assessor_intercept[5,8]",-1.25126,0.1863995,1.63289,0.177564328660492,0.690121577662872,NA,0.00384248182046783,0.6,32257,0.0184538827473932,1.00043565467472
"assessor_intercept[6,8]",-1.27367,0.1851045,1.60171,0.178817922196713,0.687318584012861,NA,0.00377109256892174,0.5,33219,0.0235794768772038,1.00002347701152
"assessor_intercept[7,8]",-0.973836,-0.1007395,0.774815,-0.104292564239972,0.454465804068378,NA,0.0100826763147552,2.2,2032,0.292540915071983,1.00008462374941
"assessor_intercept[8,8]",-1.68923,-0.5202435,0.573481,-0.540084066737822,0.65839412733749,NA,0.0225595146119379,3.4,852,0.635049117883742,1.00060732592066
"assessor_intercept[9,8]",-1.29696,0.1855775,1.58319,0.17829748195037,0.688690805577197,NA,0.00378216015094909,0.5,33157,0.0225573129078098,1.00017385790394
"assessor_intercept[10,8]",-1.20765,0.1837375,1.70449,0.178687913978606,0.69335882969154,NA,0.00400419853028366,0.6,29984,0.0243475693409736,1.00020871539171
"assessor_intercept[11,8]",-0.484493,0.3555295,1.19156,0.35441738934071,0.41785084724826,NA,0.0059699046417755,1.4,4899,0.171674744455873,1.0007455203706
