"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.10","psrf"
"rank_theta[33]",1,22,40,21.801675,11.7181131181072,21,0.0585905655905362,0.5,40000,0.00251050127236856,1.00004389415709
"rank_theta[34]",1,17,39,18.535125,11.617929705487,3,0.0629990805179263,0.5,34009,0.017702195638712,0.999995975429305
"rank_theta[35]",1,18,39,18.96285,11.676316982977,2,0.0638003378185839,0.5,33494,0.0154857324961382,0.999992646476979
"rank_theta[36]",1,18,39,19.052925,11.6612016334066,4,0.0607790425805724,0.5,36811,0.0129433303338667,1.00008166685454
"rank_theta[37]",1,21,40,21.359725,11.6679165420088,22,0.058558665822919,0.5,39701,0.00252185848330444,0.999974922972973
"rank_theta[38]",1,17,39,18.653475,11.6178965313164,2,0.0673827604024201,0.6,29727,0.0117270978660162,1.00004171684347
"rank_theta[39]",1,21,40,20.945325,11.669886044876,20,0.05834943022438,0.5,40000,5.92947928126704e-05,0.9999694382264
"rank_theta[40]",1,17,39,18.463225,11.66776761079,2,0.0757435852789285,0.6,23729,0.0215118101075523,1.00009412811371
"rank_theta[41]",1,14,38,16.148625,11.4536070841135,1,0.086863870217407,0.8,17386,0.0552763331831933,1.00023364786949
"rank_theta[42]",4,25,42,24.2649,11.6172846234627,39,0.062311819948242,0.5,34759,0.014143145389176,1.00030464381939
"assessor_intercept[1]",-0.426774,-0.0355544,0.233031,-0.0699403412174325,0.159535452145806,NA,0.00105720766432922,0.7,22772,0.0699675637520791,1.00025875601653
"assessor_intercept[2]",-0.417369,-0.02175525,0.256354,-0.0492638762933875,0.160098155008231,NA,0.000953467372766961,0.6,28194,0.0392622630829524,1.00012566277002
"assessor_intercept[3]",-0.336622,0.000290039,0.337622,0.00185548857143143,0.155884582537971,NA,0.000782784811580719,0.5,39657,0.00298840504448656,1.00000061943531
"assessor_intercept[4]",-0.356041,-0.001916555,0.325716,-0.00579139013757748,0.157929549279358,NA,0.000792763195758896,0.5,39686,-3.30028263532006e-05,1.00005642301394
"assessor_intercept[5]",-0.263857,0.0257791,0.416077,0.0545922442880928,0.162870792973663,NA,0.000964145938959824,0.6,28537,0.0460827492452525,1.00037138281761
"assessor_intercept[6]",-0.344797,0.006633805,0.400948,0.0202969733687879,0.174719159788531,NA,0.00091132406016475,0.5,36757,0.0195624798267987,1.00031654146416
"assessor_intercept[7]",-0.628685,-0.0847285,0.168989,-0.14699703255544,0.21119077079397,NA,0.00186841139815481,0.9,12776,0.203227155744721,1.00054340471823
"assessor_intercept[8]",-0.22401,0.0321539,0.434099,0.0645770519389162,0.158412168118453,NA,0.00104417104313345,0.7,23016,0.0645653635082392,1.00026379310778
"assessor_intercept[9]",-0.185419,0.07920425,0.629852,0.141492866967972,0.21309113983247,NA,0.00183698852410038,0.9,13456,0.188301496259508,1.0003615973174
"sigma",0.766384,0.9201355,1.09107,0.92375959065,0.0828998803085076,NA,0.000661488747585033,0.8,15706,0.0827128429887934,1.00017203603278
