"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.10","psrf"
"rank_theta[39]",1,21,40,21.135375,11.7141550760224,10,0.0583222723776891,0.5,40342,-0.00337093664709377,1.00000500268016
"rank_theta[40]",1,17,39,18.443775,11.6776773355437,3,0.0680929784244894,0.6,29411,0.0247354111331282,1.00003681574408
"rank_theta[41]",1,14,38,16.3759,11.5340810238882,1,0.101613733526486,0.9,12884,0.0587133133913906,1.00002807417785
"rank_theta[42]",4,25,42,24.20315,11.6293555765259,36,0.0637288618449013,0.5,33300,0.0158334421262039,1.00006555317295
"assessor_intercept[1]",-0.423302,-0.0361477,0.219721,-0.0685762458435013,0.15646177580957,NA,0.00107552641860686,0.7,21163,0.0668448316558538,1.00012703188578
"assessor_intercept[2]",-0.406385,-0.02243215,0.25642,-0.0479743790509588,0.15705532583449,NA,0.000897843239349702,0.6,30599,0.0334496658290339,1.00044549773906
"assessor_intercept[3]",-0.322433,0.000758764,0.338094,0.00286159989178612,0.152983718664679,NA,0.000768006100613382,0.5,39679,0.00572972632876751,1.00022842776944
"assessor_intercept[4]",-0.33051,-0.001482805,0.33533,-0.00609283650370995,0.155769519279281,NA,0.000776152797059227,0.5,40278,-0.00251804045390289,1.00017336798626
"assessor_intercept[5]",-0.245734,0.02479125,0.422167,0.0533293825297406,0.159387025942659,NA,0.000933971933525697,0.6,29123,0.0416783158412083,1.00017976667622
"assessor_intercept[6]",-0.338611,0.006327795,0.403261,0.0186341808261375,0.171462070237411,NA,0.000905650389369584,0.5,35844,0.0159006864259528,1.00026959125784
"assessor_intercept[7]",-0.621848,-0.08487805,0.163074,-0.143501945387267,0.206081965276039,NA,0.00178993870539059,0.9,13256,0.193247810668434,1.00047307776229
"assessor_intercept[8]",-0.227682,0.032282,0.422719,0.0637025569179515,0.157001995566057,NA,0.000965536123285473,0.6,26441,0.0611312106518911,1.00041374798868
"assessor_intercept[9]",-0.189417,0.0765228,0.607068,0.136944333024367,0.207568590044405,NA,0.00175483398398355,0.8,13991,0.173895196276823,1.00080127107917
"sigma",0.757076,0.915899,1.07507,0.919394437775,0.0809441533452882,NA,0.000712133339381904,0.9,12920,0.0856704374611943,1.00008524223832
